"","hOMTN_6","hProgFPM_6","Unk_6","hNProg_6","hProgFPL_6","hProgM_6","hProgBP_6","hNbML1_6","hEndo_6","hRgl3_6","hNbM_6","hDA0_6","hMgl_7","hRgl2a_7","Unk_7","hNProg_7","hProgBP_7","hProgM_7","hOMTN_7","hDA0_7","hNbM_7","hProgFPL_7","hEndo_7","hProgFPM_7","hRgl2b_7","hNbML5_7","hRgl3_7","hRN_7","hPeric_7","hDA1_7","hRgl1_7","Unk_8","hProgFPM_8","hProgFPL_8","hProgBP_8","hProgM_8","hOMTN_8","hRgl1_8","hNProg_8","hRN_8","hDA1_8","hNbM_8","hDA0_8","hNbML1_8","hNbML5_8","hMgl_8","hRgl2b_8","hGaba_9","hRgl2a_9","Unk_9","hDA2_9","hSert_9","hOMTN_9","hDA0_9","hDA1_9","hMgl_9","hNbGaba_9","hRgl2b_9","hNbM_9","hPeric_9","hRgl3_9","hNProg_9","hProgBP_9","hRgl1_9","hProgM_9","hNbML5_9","hEndo_9","hRN_9","hNbML1_9","hProgFPL_9","hProgFPM_9","hPeric_10","hRgl2a_10","Unk_10","hRgl3_10","hProgM_10","hProgBP_10","hRgl2b_10","hDA2_10","hNProg_10","hDA0_10","hRgl1_10","hEndo_10","hRgl2c_10","hGaba_10","hOPC_10","hMgl_10","hDA1_10","hNbM_10","hNbML5_10","hNbGaba_10","hSert_10","hOMTN_10","hRgl2b_11","hOPC_11","hPeric_11","hRgl2a_11","Unk_11","hRgl2c_11","hNProg_11","hRgl3_11","hEndo_11","hDA0_11","hProgM_11","hRgl1_11","hSert_11","hOMTN_11","hMgl_11","hNbM_11","hDA2_11","hGaba_11","hNbGaba_11","hProgBP_11"
"BCL2L11",0,0.0350877192982456,0,0.037037037037037,0.0588235294117647,0.0810810810810811,0.0652173913043478,0,0,0,0,0,0,0.0588235294117647,0.0588235294117647,0,0.0625,0,0.0588235294117647,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.0869565217391304,0.0769230769230769,0.125,0.0555555555555556,0,0.125,0.0930232558139535,0.0454545454545455,0,0.0232558139534884,0,0.1,0,0,0,0.0217391304347826,0.153846153846154,0.0615384615384615,0,0,0.0476190476190476,0.0666666666666667,0.0769230769230769,0.666666666666667,0.0625,0,0.0833333333333333,0,0.333333333333333,0,0.166666666666667,0.333333333333333,0,0.0344827586206897,0.2,0.222222222222222,0,0.5,0,0.121739130434783,0.08,0.0675675675675676,0.0952380952380952,0,0,0.0555555555555556,0.0952380952380952,0,0,0.117647058823529,0.25,0.333333333333333,0,0,0.25,0,0,0,0,0.125,0,0.0625,0,0.169014084507042,0.0375,0,0.05,0,0.04,0.325581395348837,0,0,0.111111111111111,0,0,0.142857142857143,0,0,0,0,0
"C11orf80",0.0384615384615385,0.0175438596491228,0,0.037037037037037,0.0294117647058824,0,0.0434782608695652,0,0,0,0,0,0,0,0.0588235294117647,0,0,0,0.117647058823529,0,0.2,0,0,0,0,0.333333333333333,0,0,0,0,0,0.0185185185185185,0.0434782608695652,0,0,0,0.103448275862069,0,0.0232558139534884,0.0454545454545455,0,0,0,0.0333333333333333,0,0,0,0,0,0.0307692307692308,0,0,0.0476190476190476,0,0.0769230769230769,0,0.0625,0,0.0833333333333333,0,0,0,0.0555555555555556,0,0,0,0,0.111111111111111,0,0,0,0.0347826086956522,0.04,0.0405405405405405,0.0476190476190476,0,0,0,0.0476190476190476,0.2,0.0625,0.0588235294117647,0,0,0.2,0,0,0.0555555555555556,0.0526315789473684,0.142857142857143,0,0.125,0,0.0208333333333333,0,0,0.0625,0.0512820512820513,0.1,0,0.04,0,0,0,0,0,0.166666666666667,0,0,0.25,0,0,0
"CLVS2",0.115384615384615,0.0526315789473684,0.0303030303030303,0.111111111111111,0.117647058823529,0,0.108695652173913,0.0833333333333333,0,0,0.1,0,0,0.0588235294117647,0.0588235294117647,0,0.0625,0,0.294117647058824,0,0.2,0.2,0,0,0.166666666666667,0,0,0.111111111111111,0,0,0,0.0740740740740741,0.0434782608695652,0.153846153846154,0.125,0,0.172413793103448,0,0.0465116279069767,0.272727272727273,0,0.186046511627907,0.25,0.266666666666667,0,0,0,0.347826086956522,0,0.0769230769230769,0.333333333333333,0.333333333333333,0.285714285714286,0.4,0.230769230769231,0,0.25,0.25,0.25,0,0,0.153846153846154,0,0.666666666666667,0,0.0689655172413793,0,0.222222222222222,0.2,0,0,0.0782608695652174,0.17,0.175675675675676,0.19047619047619,0,0,0.111111111111111,0,0,0.25,0,0,0,0.2,0.125,0,0.333333333333333,0.157894736842105,0,0.333333333333333,0.375,0.428571428571429,0.166666666666667,0,0.028169014084507,0.1625,0.102564102564103,0.05,0,0.08,0.0465116279069767,0.2,0,0,0,0,0,0,0.25,0,0.666666666666667,0
"CSNK1G3",0.423076923076923,0.12280701754386,0.0303030303030303,0.0740740740740741,0.0588235294117647,0.243243243243243,0.130434782608696,0.0833333333333333,0,1,0.4,0,0,0.117647058823529,0,0.111111111111111,0,0,0.117647058823529,0,0.4,0.4,0.5,0,0,0,0,0.222222222222222,0,0.4,0,0.0740740740740741,0.0869565217391304,0.153846153846154,0.1875,0.222222222222222,0.275862068965517,0.25,0.162790697674419,0.272727272727273,0,0.0930232558139535,0,0.0666666666666667,0,0,0,0.217391304347826,0.0769230769230769,0.184615384615385,0.0833333333333333,0.333333333333333,0.19047619047619,0.0666666666666667,0.384615384615385,0.333333333333333,0.25,0.25,0.25,0.333333333333333,0.666666666666667,0.0769230769230769,0.111111111111111,0.333333333333333,0.333333333333333,0.172413793103448,0.6,0.111111111111111,0.4,0,0,0.165217391304348,0.16,0.148648648648649,0.238095238095238,0,0,0,0.142857142857143,0.4,0.1875,0.0588235294117647,0.125,0,0.2,0.125,0,0.111111111111111,0.210526315789474,0.285714285714286,0,0.25,0.285714285714286,0.0625,0.142857142857143,0.197183098591549,0.1375,0.0512820512820513,0.2,0.333333333333333,0.12,0.186046511627907,0.4,0,0.222222222222222,0,0.166666666666667,0.142857142857143,0,0,0,0.333333333333333,0
"CSRNP2",0.307692307692308,0.12280701754386,0.0606060606060606,0.185185185185185,0.117647058823529,0.135135135135135,0.173913043478261,0.25,0,0,0.1,0,0,0.176470588235294,0.0588235294117647,0,0,0,0.411764705882353,0.166666666666667,0,0,0,0,0,0.166666666666667,0,0.222222222222222,0.5,0,0,0.185185185185185,0.130434782608696,0.384615384615385,0.125,0.111111111111111,0.241379310344828,0,0.162790697674419,0.181818181818182,0.5,0.255813953488372,0.25,0.233333333333333,0,0,0,0.195652173913043,0.0769230769230769,0.123076923076923,0.166666666666667,0.666666666666667,0.380952380952381,0.266666666666667,0.384615384615385,0,0.375,0,0.166666666666667,0.333333333333333,0.666666666666667,0.230769230769231,0.277777777777778,0.333333333333333,0.333333333333333,0.172413793103448,0.4,0.222222222222222,0.5,0,1,0.2,0.2,0.148648648648649,0.19047619047619,0,0.25,0.0555555555555556,0.0476190476190476,0.2,0.125,0.176470588235294,0.291666666666667,0.333333333333333,0.4,0.125,0.25,0.444444444444444,0.421052631578947,0.142857142857143,0,0.625,0.428571428571429,0.0833333333333333,0.19047619047619,0.140845070422535,0.1875,0.153846153846154,0.05,0.333333333333333,0.16,0.162790697674419,0.4,0,0.111111111111111,0.333333333333333,0,0.285714285714286,0,0,0,0.666666666666667,0
"DDX50",0.423076923076923,0.403508771929825,0.212121212121212,0.481481481481481,0.529411764705882,0.216216216216216,0.41304347826087,0.5,0.333333333333333,1,0.2,0,0,0.235294117647059,0.0588235294117647,0.222222222222222,0.25,0.25,0.0588235294117647,0.166666666666667,0.2,0.2,0.5,0,0.166666666666667,0,0,0.111111111111111,1,0,0.5,0.296296296296296,0.0434782608695652,0.153846153846154,0.375,0.277777777777778,0.517241379310345,0.625,0.302325581395349,0.227272727272727,0,0.27906976744186,0.25,0.2,0.2,0.5,0,0.0652173913043478,0.153846153846154,0.2,0.166666666666667,0.333333333333333,0.333333333333333,0.133333333333333,0.230769230769231,0.666666666666667,0.125,0,0.25,0.333333333333333,0.333333333333333,0.153846153846154,0.222222222222222,0.666666666666667,0,0.275862068965517,0.2,0.222222222222222,0.3,1,0,0.339130434782609,0.25,0.243243243243243,0.0952380952380952,0.25,0,0.222222222222222,0.238095238095238,0.2,0.375,0.176470588235294,0.333333333333333,0.5,0.1,0.5,0,0.333333333333333,0.263157894736842,0.285714285714286,0.333333333333333,0.25,0.428571428571429,0.166666666666667,0.333333333333333,0.267605633802817,0.225,0.102564102564103,0.25,0.333333333333333,0.24,0.27906976744186,0.6,1,0.111111111111111,0.666666666666667,0,0,0,0,0.333333333333333,0,0.25
"ELOVL3",0.0769230769230769,0,0.0303030303030303,0,0,0.027027027027027,0,0,0,0,0.2,0,0,0,0.117647058823529,0,0,0,0.0588235294117647,0.166666666666667,0,0,0,0,0,0,0,0,0,0.2,0,0.0555555555555556,0.0869565217391304,0.153846153846154,0.03125,0,0.0689655172413793,0,0.0930232558139535,0.136363636363636,0.5,0.162790697674419,0.75,0,0,0,0,0.0652173913043478,0.0769230769230769,0.0153846153846154,0.166666666666667,0,0.0952380952380952,0.133333333333333,0,0,0.0625,0,0,0,0,0.0769230769230769,0.0555555555555556,0,0,0.103448275862069,0,0,0.1,0,0,0.173913043478261,0.08,0.027027027027027,0,0,0,0.0555555555555556,0.428571428571429,0,0.25,0,0.0833333333333333,0,0,0,0.25,0.555555555555556,0.0526315789473684,0,0,0,0,0,0,0.112676056338028,0.0125,0,0,0,0.04,0.0697674418604651,0.2,0,0.111111111111111,0,0,0,0,0.5,0,0,0
"INSRR",0,0,0,0,0.0294117647058824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0.0153846153846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0208333333333333,0,0,0,0.0256410256410256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ITM2C",0.153846153846154,0.210526315789474,0.0606060606060606,0.111111111111111,0.235294117647059,0.27027027027027,0.0652173913043478,0.25,0,1,0.2,0,0,0.294117647058824,0,0,0.125,0,0,0.166666666666667,0,0.2,0.5,0,0.166666666666667,0.166666666666667,0,0.222222222222222,0.5,0.4,0.5,0.111111111111111,0.0869565217391304,0.461538461538462,0.09375,0.333333333333333,0.137931034482759,0.25,0.116279069767442,0.0909090909090909,0.5,0.116279069767442,0.25,0.2,0,0.5,1,0.260869565217391,0.307692307692308,0.138461538461538,0.333333333333333,0,0.142857142857143,0.4,0.230769230769231,0.333333333333333,0.3125,0.25,0.0833333333333333,0.666666666666667,0.666666666666667,0.153846153846154,0.388888888888889,0,0,0.172413793103448,0.2,0.444444444444444,0.4,0,0,0.8,0.54,0.175675675675676,0.571428571428571,0.25,0.5,0.222222222222222,0.285714285714286,0.2,0.375,0.176470588235294,0.25,0.166666666666667,0.1,0.5,0.25,0.5,0.0526315789473684,0.285714285714286,0,0.625,0.571428571428571,0.416666666666667,0.904761904761905,0.816901408450704,0.6375,0.384615384615385,0.6,0,0.8,0.27906976744186,0.2,0,0.555555555555556,1,0.166666666666667,0.714285714285714,0,0.25,0.333333333333333,0.666666666666667,0
"KLHL21",0,0.087719298245614,0.0303030303030303,0,0.0588235294117647,0.108108108108108,0.108695652173913,0,0,0,0,0,0,0.0588235294117647,0,0.111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037037037037037,0.0434782608695652,0.0769230769230769,0.125,0.111111111111111,0.137931034482759,0.25,0.0232558139534884,0,0,0.0465116279069767,0,0,0,0,0,0.0217391304347826,0.0769230769230769,0.0307692307692308,0,0,0,0.0666666666666667,0,0.333333333333333,0.0625,0,0.25,0.333333333333333,0,0,0.0555555555555556,0,0,0.0344827586206897,0,0,0,0,0,0.0869565217391304,0.14,0.0675675675675676,0.0952380952380952,0,0,0.0555555555555556,0,0,0,0.176470588235294,0.125,0,0,0,0.25,0,0.105263157894737,0,0,0,0,0.125,0.142857142857143,0.169014084507042,0.1125,0.0512820512820513,0.1,0.333333333333333,0.08,0.0930232558139535,0.2,0,0.111111111111111,0,0,0,0.5,0,0,0,0
"LMX1A",0.269230769230769,0.701754385964912,0.121212121212121,0.185185185185185,0.5,0.378378378378378,0.130434782608696,0.25,0.333333333333333,1,0.4,0,0,0,0.0588235294117647,0.111111111111111,0.125,0.25,0.0588235294117647,0.333333333333333,0,0.4,0,1,0,0,0,0,0,0.2,0.5,0.407407407407407,0.91304347826087,0.538461538461538,0.03125,0.444444444444444,0.206896551724138,1,0.162790697674419,0.0909090909090909,0.5,0.302325581395349,0.5,0.1,0.2,0.5,0,0.0434782608695652,0,0.0769230769230769,0,0,0.142857142857143,0.266666666666667,0.230769230769231,0,0.0625,0,0.166666666666667,0,0.333333333333333,0.230769230769231,0,1,0.666666666666667,0.0344827586206897,0,0.111111111111111,0,0.5,1,0.0434782608695652,0.04,0.027027027027027,0.142857142857143,0,0,0.111111111111111,0.0952380952380952,0.2,0.25,0.411764705882353,0.0833333333333333,0,0.2,0,0,0.388888888888889,0.0526315789473684,0,0,0,0,0.0208333333333333,0.0476190476190476,0,0.0375,0.0512820512820513,0.1,0.333333333333333,0.12,0.0465116279069767,0.4,0,0.222222222222222,0,0,0.142857142857143,0.5,0.25,0,0,0
"LRRC31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0454545454545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0769230769230769,0,0,0,0.0344827586206897,0,0,0.1,0,0,0.00869565217391304,0,0.0135135135135135,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0232558139534884,0,0,0,0,0,0,0,0,0,0,0
"LRRC75B",0.0384615384615385,0,0,0,0.0294117647058824,0.0540540540540541,0,0,0,0,0,0,0,0.0588235294117647,0,0,0,0,0,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0.0185185185185185,0,0.0769230769230769,0.03125,0,0.0344827586206897,0,0.0465116279069767,0,0,0,0,0.0333333333333333,0.2,0,0,0.0434782608695652,0,0.0307692307692308,0,0.333333333333333,0,0,0.153846153846154,0,0.0625,0,0,0,0,0.0769230769230769,0.111111111111111,0,0,0,0,0,0.3,0,0,0.0260869565217391,0.04,0.027027027027027,0.0476190476190476,0,0,0.0555555555555556,0.0952380952380952,0.2,0,0,0.0416666666666667,0,0,0,0,0.0555555555555556,0.0526315789473684,0.142857142857143,0,0,0,0.0208333333333333,0.0476190476190476,0.0563380281690141,0.05,0.102564102564103,0.1,0,0,0.0232558139534884,0,0,0,0,0,0,0.5,0,0,0.333333333333333,0
"MAPK8IP1",0.192307692307692,0.087719298245614,0.121212121212121,0,0.0294117647058824,0.108108108108108,0.0217391304347826,0,0,0,0.1,0,1,0.176470588235294,0.0588235294117647,0,0.0625,0.25,0,0,0,0,0,0,0,0,0,0.222222222222222,0,0.2,0,0.0740740740740741,0.0434782608695652,0.0769230769230769,0.03125,0.0555555555555556,0.206896551724138,0.25,0.0465116279069767,0.0454545454545455,0,0.0930232558139535,0.25,0.233333333333333,0.6,0,0,0.0217391304347826,0.153846153846154,0.0461538461538462,0.0833333333333333,0,0.333333333333333,0,0.230769230769231,0,0.0625,0,0,0,0.333333333333333,0.153846153846154,0.111111111111111,0,0,0.0344827586206897,0,0,0.1,0,0,0.104347826086957,0.32,0.135135135135135,0.285714285714286,0,0.25,0.222222222222222,0.285714285714286,0,0.25,0.235294117647059,0.0833333333333333,0.166666666666667,0.1,0.125,0.25,0.333333333333333,0.210526315789474,0.428571428571429,0,0.375,0.428571428571429,0.375,0.0952380952380952,0.0563380281690141,0.35,0.153846153846154,0.25,0,0.4,0.162790697674419,0,0,0.555555555555556,0.333333333333333,0.333333333333333,0,0,0.25,0.333333333333333,0.333333333333333,0.25
"NAT1",0,0.0526315789473684,0,0,0,0,0,0.0833333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0434782608695652,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0555555555555556,0,0,0,0,0,0,0,0,0.0260869565217391,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0476190476190476,0.0140845070422535,0.0125,0,0,0,0.04,0.0232558139534884,0,0,0,0,0,0,0,0,0,0,0
"NAV3",0.153846153846154,0.0350877192982456,0,0,0.0882352941176471,0.0810810810810811,0,0.0833333333333333,0,0,0,0,1,0.0588235294117647,0,0,0,0,0.117647058823529,0.166666666666667,0,0,0,0,0,0,0,0.222222222222222,0.5,0.2,0,0.037037037037037,0,0.230769230769231,0.03125,0.0555555555555556,0.137931034482759,0,0.0465116279069767,0.136363636363636,0.5,0.0465116279069767,0,0.133333333333333,0,0.25,0,0.260869565217391,0.230769230769231,0.123076923076923,0.25,0,0.333333333333333,0.4,0.307692307692308,0.666666666666667,0.125,0,0.333333333333333,0,0,0.0769230769230769,0.222222222222222,0,0,0.206896551724138,0.2,0.444444444444444,0.2,0,0,0.0869565217391304,0.2,0.175675675675676,0.0476190476190476,0,0.25,0,0.0476190476190476,0.2,0.25,0.117647058823529,0.0416666666666667,0,0.5,0.125,0,0.333333333333333,0.157894736842105,0.285714285714286,0.333333333333333,0.5,0.285714285714286,0.0208333333333333,0.0952380952380952,0.0985915492957746,0.125,0.128205128205128,0,0,0.12,0.13953488372093,0.4,0,0.111111111111111,0,0.166666666666667,0.571428571428571,0,0.25,0.666666666666667,0.666666666666667,0
"NCKAP1L",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00869565217391304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.0140845070422535,0.025,0,0,0,0,0,0,0,0,0,0,0.571428571428571,0,0,0,0,0
"NCOA4",0.576923076923077,0.210526315789474,0.212121212121212,0.333333333333333,0.205882352941176,0.297297297297297,0.217391304347826,0.0833333333333333,0.333333333333333,0,0.2,1,0,0.235294117647059,0.176470588235294,0.111111111111111,0.25,0,0.352941176470588,0.166666666666667,0.4,0,0,1,0,0.166666666666667,1,0.333333333333333,0.5,0.2,0,0.185185185185185,0.130434782608696,0.384615384615385,0.21875,0.277777777777778,0.620689655172414,0.25,0.255813953488372,0.409090909090909,0.5,0.348837209302326,0,0.433333333333333,0.6,0.25,0,0.173913043478261,0.0769230769230769,0.169230769230769,0.5,0.666666666666667,0.428571428571429,0.333333333333333,0.384615384615385,1,0.375,0,0.25,0.333333333333333,0.333333333333333,0.307692307692308,0.333333333333333,0,0,0.275862068965517,0.4,0.444444444444444,0.5,0,1,0.365217391304348,0.34,0.27027027027027,0.238095238095238,0,0,0.388888888888889,0.428571428571429,0.4,0.5,0.294117647058824,0.208333333333333,0.5,0.1,0.375,0.25,0.444444444444444,0.368421052631579,0.285714285714286,0.666666666666667,0.5,1,0.25,0.19047619047619,0.380281690140845,0.2875,0.153846153846154,0.25,0,0.48,0.325581395348837,0,1,0.333333333333333,0.666666666666667,0.166666666666667,0.571428571428571,0,0,0.333333333333333,0.666666666666667,0
"NFIC",0.0769230769230769,0.105263157894737,0,0,0,0.0540540540540541,0,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0.176470588235294,0,0,0,0,0,0.166666666666667,0,0,0,0.5,0,0,0.0185185185185185,0.0434782608695652,0,0,0.111111111111111,0.103448275862069,0.125,0,0.0454545454545455,0,0.0232558139534884,0,0,0,0,0,0.130434782608696,0.0769230769230769,0,0.0833333333333333,0,0.19047619047619,0.0666666666666667,0.0769230769230769,0,0.1875,0.5,0.0833333333333333,0,0,0.0769230769230769,0.111111111111111,0.333333333333333,0,0.0689655172413793,0.2,0.111111111111111,0.1,0,0,0.130434782608696,0.1,0.0540540540540541,0.142857142857143,0,0,0.277777777777778,0.0476190476190476,0,0.0625,0.117647058823529,0.125,0.166666666666667,0,0.125,0,0.111111111111111,0.157894736842105,0.142857142857143,0.333333333333333,0,0.142857142857143,0.208333333333333,0.19047619047619,0.253521126760563,0.2625,0.0769230769230769,0.25,0,0.32,0.209302325581395,0.4,0,0.333333333333333,0,0.5,0.571428571428571,1,0.25,0.333333333333333,0,0
"NSL1",0.307692307692308,0.192982456140351,0.121212121212121,0.148148148148148,0.558823529411765,0.162162162162162,0.282608695652174,0.333333333333333,0,1,0,0,0,0.176470588235294,0.117647058823529,0,0.0625,0.25,0.176470588235294,0,0.4,0.4,0,0,0.166666666666667,0.166666666666667,1,0.222222222222222,0,0,0,0.0740740740740741,0.260869565217391,0.307692307692308,0.28125,0.222222222222222,0.172413793103448,0.25,0.255813953488372,0.0909090909090909,0.5,0.186046511627907,0,0.3,0.2,0.5,0,0.152173913043478,0.230769230769231,0.123076923076923,0.166666666666667,0,0.0952380952380952,0.333333333333333,0.153846153846154,0.666666666666667,0.25,0,0.25,0,0.333333333333333,0.230769230769231,0.333333333333333,0.333333333333333,0,0.103448275862069,0.2,0.222222222222222,0.2,0,1,0.2,0.3,0.108108108108108,0.285714285714286,0,0,0.111111111111111,0.19047619047619,0.6,0.125,0,0.125,0,0.3,0.375,0.25,0.166666666666667,0.210526315789474,0.285714285714286,0.333333333333333,0.25,0.285714285714286,0.1875,0.285714285714286,0.267605633802817,0.275,0.153846153846154,0.4,0.333333333333333,0.36,0.27906976744186,0,0,0.111111111111111,0.333333333333333,0.166666666666667,0,0,0,0.333333333333333,0.666666666666667,0
"OTUD4",0.0769230769230769,0.140350877192982,0.121212121212121,0.185185185185185,0.205882352941176,0.162162162162162,0.0869565217391304,0,0,1,0.2,0,0,0.352941176470588,0,0.222222222222222,0.1875,0,0.176470588235294,0,0,0,1,0,0.333333333333333,0,1,0.222222222222222,0,0.4,0,0.166666666666667,0.0434782608695652,0.307692307692308,0.1875,0.0555555555555556,0.241379310344828,0.25,0.0697674418604651,0.0454545454545455,0.5,0.116279069767442,0.25,0.2,0,0,0,0.326086956521739,0.307692307692308,0.2,0.333333333333333,0.333333333333333,0.238095238095238,0.133333333333333,0.153846153846154,0,0.25,0.25,0.25,0.666666666666667,0,0.230769230769231,0.166666666666667,0.333333333333333,0,0.172413793103448,0.4,0.333333333333333,0.2,0,0,0.234782608695652,0.23,0.0810810810810811,0.0476190476190476,0,0,0.166666666666667,0.0476190476190476,0.2,0.1875,0.117647058823529,0.125,0.333333333333333,0.3,0.125,0.25,0.166666666666667,0.315789473684211,0,0,0.5,0.285714285714286,0.166666666666667,0.19047619047619,0.183098591549296,0.1875,0.128205128205128,0.05,0,0.24,0.209302325581395,0.2,0,0.111111111111111,0,0.166666666666667,0.428571428571429,0.5,0.25,0.666666666666667,0,0.25
"PABPC1L2A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0666666666666667,0,0,0,0.0652173913043478,0,0.0307692307692308,0,0.333333333333333,0,0,0.0769230769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.01,0.0540540540540541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0512820512820513,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0
"PABPC1L2B",0.0384615384615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0769230769230769,0,0,0,0,0,0,0,0,0,0,0.0344827586206897,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PCOLCE2",0.0384615384615385,0.0175438596491228,0,0,0,0,0.0217391304347826,0,0,0,0,0,0,0,0,0,0,0,0.0588235294117647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152173913043478,0.0769230769230769,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0,0,0.0344827586206897,0,0.111111111111111,0,0,0,0,0,0.027027027027027,0.0476190476190476,0,0,0,0,0,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0845070422535211,0.0125,0.0256410256410256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PHF10",0.153846153846154,0.140350877192982,0.0303030303030303,0.0740740740740741,0.117647058823529,0.135135135135135,0.0652173913043478,0,0,0,0,0,0,0.117647058823529,0,0.111111111111111,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.0185185185185185,0,0.0769230769230769,0.03125,0,0.103448275862069,0.25,0.0232558139534884,0,0.5,0.0697674418604651,0,0.0333333333333333,0,0,0,0.0217391304347826,0.0769230769230769,0.0307692307692308,0,0,0,0,0.230769230769231,0,0,0.5,0,0,0,0.0769230769230769,0.166666666666667,0,0,0.0344827586206897,0,0,0,0,0,0.0521739130434783,0.08,0.027027027027027,0.0952380952380952,0,0,0,0,0,0.0625,0,0.125,0,0,0,0,0.0555555555555556,0,0,0.333333333333333,0.125,0,0.0416666666666667,0,0.0704225352112676,0.0625,0,0.05,0,0.04,0.255813953488372,0,0,0.111111111111111,0,0,0.142857142857143,0,0,0,0,0.25
"PLOD1",0.115384615384615,0.0350877192982456,0,0.0740740740740741,0.0294117647058824,0.135135135135135,0.0217391304347826,0,0,0,0,0,0,0.0588235294117647,0,0,0,0,0.0588235294117647,0.166666666666667,0,0.2,0.5,0,0,0,0,0,0.5,0,0,0,0.0434782608695652,0,0.1875,0.0555555555555556,0.0344827586206897,0.125,0,0,0,0.0232558139534884,0,0.1,0,0.25,0,0,0.153846153846154,0.0461538461538462,0,0,0.0476190476190476,0.133333333333333,0,0.333333333333333,0.0625,0,0,0.333333333333333,0,0,0,0,0,0.0344827586206897,0.6,0,0,0,0,0.695652173913043,0.22,0.0540540540540541,0.142857142857143,0,0,0.0555555555555556,0.0476190476190476,0.2,0.1875,0.0588235294117647,0.375,0,0,0.25,0.25,0.0555555555555556,0,0,0,0,0.142857142857143,0.104166666666667,0,0.563380281690141,0.1625,0.0512820512820513,0.05,0,0.32,0.395348837209302,0,0,0,0,0,0.285714285714286,0,0,0,0,0.25
